Name,Online_Order,Book_Table,Ratings,Dish_Liked,Approx_Cost(For Two People)
The Milkshake Theory,Yes,No,3.2,Unknown,400
Chetty's Corner,Yes,No,4.2,"Burgers, Bun Nippat Masala, Masala Cola, Pizza, Masala Pepsi, Masala Soda, Sandwiches",250
Xpress Biryani,Yes,No,4.3,"Butter Chicken Biryani, Gulab Jamun, Chicken Afghani Biryani, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema",650
New Alameen Restaurant,Yes,No,3.5,Unknown,300
Soda Bottle Opener Wala,Yes,Yes,4.4,"Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Mocktails",1300
Smoke House Deli,Yes,No,4.6,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan",1600
Lassi Shop,Yes,No,3.8,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi",100
Kabab Magic,Yes,No,3.9,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Arabian Pulpy Grape Juice",500
Ishta Upahar,Yes,No,3.5,Unknown,100
Krispy Kreme,Yes,No,4.0,"Donut, Coffee",300
XO Belgian Waffle,Yes,No,4.5,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle",450
Mani's Dum Biryani,Yes,No,4.0,"Chicken Biryani, Vegetable Biryani, Raita",750
Subway,Yes,No,3.9,"Salad, Salads, Sandwiches",500
Bombay Vada Pav Corner,Yes,No,4.2,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",150
Kaati Zone,Yes,No,3.0,"Rolls, Chicken Tikka Roll, Cheese Roll",350
Swathi Deluxe Restaurant,Yes,No,2.9,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",500
Portland Steakhouse & Cafe,Yes,Yes,4.3,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads",1500
WOW! Momo,Yes,No,3.6,"Burgers, Chocolate Momos, Noodles, Cheese Momos",400
WAFL Caf,Yes,No,3.9,"Waffles, Pie, Corn Dog",400
Chai Point,Yes,No,3.9,"Banana Cake, Ginger Tea, Samosa, Chicken Sandwich, Masala Chai, Ginger Chai, Masala Tea",250
Utse Kitchen,Yes,No,4.2,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo",800
The London Shakes,Yes,No,3.3,"Pasta, Burgers, Fries, Nachos, Exotic Garlic Bread, Pizza, Thick Shakes",500
Shawarma Inc,Yes,No,3.1,Unknown,250
Alampur Bar And Restaurant,Yes,No,3.7,"Thali, Chicken Biryani",900
Laughing Llama Gastropub,Yes,Yes,4.2,"Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails",1600
Oregano Pizzeria,Yes,No,3.5,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread",300
The Good Grain,Yes,No,4.1,"Curd Rice, Biryani",550
Pasta Street,Yes,Yes,4.5,"Pasta, Pizza, Garlic Bread, Wine, Salad, Salads, Ravioli",1300
Chetty's Coffee,Yes,No,3.8,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",200
The Waffle Press,Yes,No,4.3,"Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich",400
Kareem's,Yes,No,3.6,Unknown,700
Caferia,Yes,No,3.3,Unknown,200
Tayabbs,Yes,No,3.0,"Rolls, Beda Roti, Afghan Chicken, Reshmi Kebab, Chicken Tikka Roll",500
The Cake House,Yes,No,3.7,Unknown,300
Eden Park,Yes,Yes,4.1,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian",1100
Kanti Sweets,Yes,No,3.9,"Chaat, Sandwiches, Rasmalai",400
Keventers,Yes,No,3.8,"Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake",400
Marzipan Cafe & Bakery,Yes,No,4.2,"Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Hot Chocolate, Wedges",700
Skoolroom,Yes,No,4.3,"Chocolate Overload, Burgers, Peri Peri Chicken Pizza, Pasta, Peri Peri Chicken Burger, Momos, Freak Shake",700
Quickie's,Yes,No,3.9,"Maggi, Sandwiches, Rolls",200
Pind Balluchi,Yes,Yes,4.0,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka",700
Savi Sagar,Yes,No,3.7,Unknown,450
Cream Chemistry,Yes,No,3.9,"Rolls, Ice Cream Roll",500
The Brekkie Shop,Yes,No,3.2,"Pasta, Fruit Parfait",300
Maravanthe,Yes,No,3.5,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani",650
Haldiram's Express,Yes,No,3.6,Unknown,300
Hotel Ramprasad,Yes,No,4.2,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney",300
Anna Kuteera,Yes,No,3.8,"Panner Tikka, Coffee, Vada, Idli",400
Indian Spice Food,Yes,No,3.7,Unknown,300
Wangs Kitchen,Yes,No,2.5,"Chicken Lollipop, Spring Roll, Momos, Singapore Noodles, Chop Suey, Clear Soup, Sweet Corn Soup",1000
Haji Ali Juice Centre,Yes,No,4.1,"Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji",350
Mama Mia!,Yes,No,3.9,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes",400
Domino's Pizza,Yes,No,3.8,"Pizza, Garlic Bread",400
Shaadi Ki Biryani,Yes,No,2.8,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",500
Shiro,Yes,Yes,4.4,"Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori",3000
Thai House,Yes,No,4.3,"Tom Yum Soup, Fish, Salad",700
Roll Er Dokaan,Yes,No,3.3,"Rolls, Paratha, Double Egg Roll",300
Steaming Mugs,Yes,No,3.9,"Fries, Oreo Shake, Pasta Arrabiata",700
NH7 Refuel,Yes,No,3.4,Unknown,400
Frozen Bottle,Yes,No,4.1,Brownie,400
Royanna Military Canteen,Yes,No,3.8,Unknown,350
Church Street Social,Yes,No,4.3,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog",1500
Mad Over Donuts,Yes,No,3.9,Donut,450
Just Shawarma,Yes,No,3.8,"Rolls, Whole Meat Shawarma",300
Taco Bell,Yes,No,3.9,"Tacos, Nachos, Pizza, Mexican Fries",600
Classic Lassi Shop,Yes,No,3.4,Unknown,150
Jars,Yes,No,3.8,Unknown,650
The Egg Factory,Yes,No,4.2,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap",750
Firewood Biryani,Yes,No,3.9,"Hariyali Chicken, Rice Kheer, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni",400
Lalbagh Grand,Yes,No,3.0,Unknown,250
Sweet Chariot,Yes,No,3.8,"Chicken Lasagne, Chocolate Cake, Mushroom Quiche, Sandwiches, Pizza, Steak",500
Fava,No,Yes,4.4,"Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta",1200
Sangam Sweets,Yes,No,3.1,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri",200
Container Coffee,Yes,No,3.3,Unknown,200
Desi Deck,Yes,Yes,3.9,"Balti Gosht, Cocktails, Dal Makhani",1300
Hoppipola,No,No,4.3,"Masala Peanuts, Cocktails, Pasta, Paratha, Pizza, Burgers, Brownie",1300
Shreyas Upahar & Burger Point,Yes,No,3.1,Unknown,200
The Cake City,Yes,No,3.2,Unknown,300
Hatti Kaapi,Yes,No,3.8,"Filter Coffee, Badam Milk, Idli, Hot Coffee, Samosa, Lemon Tea, Mini Idlis",200
Mount View Fast Food,No,No,3.3,Unknown,100
Tasty Paradise,Yes,No,3.7,Unknown,550
99 Pancakes,Yes,No,4.1,Nutella Pancakes,300
Beijing Bites,Yes,No,3.8,"Manchurian, Noodles, Chop Suey, Basil Chicken, Triple Schezwan, Dragon Chicken, Schezwan Rice",850
Kabab Korner,Yes,No,3.9,"Rolls, Biryani, Chilli Chicken, Seekh Kebab, Rumali Roti, Burgers, Butter Naan",500
Foodhall,Yes,No,4.0,"Pasta, Salads, Sandwich, Coffee, Tea, Sandwiches",1000
Goli Vada Pav No. 1,Yes,No,3.5,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav",200
Arya Bhavan Sweets,Yes,No,3.2,Unknown,300
Amande Patisserie,Yes,No,4.2,"Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse",300
Qissa Khawani,Yes,No,4.3,"Lassi, Paratha, Chicken Tikka, Mutton Pulao, Dal Makhani, Garlic Naan, Kheer",800
Ayda Persian Kitchen,Yes,No,3.9,"Roti, Naan, Butter Chicken, Biryani, Saffron Rice, Mutton Kebab, Lassi",950
Tewari Bros Mithai Shoppie,Yes,No,3.8,"Dhokla, Raj Kachori, Rabri",300
Imperial Restaurant,Yes,No,3.9,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta",800
Havmor,Yes,No,3.9,Unknown,200
Cookie Man,Yes,No,3.4,"Chocolate Chip Cookie, Brownie Chocolate",150
Cafe Coffee Day,Yes,No,3.3,Cappuccino,900
Little Cafe,Yes,No,3.7,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",600
Vinny's,Yes,No,3.9,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad",800
Bangarpet Chat Express,Yes,No,3.4,Unknown,100
Khan Saheb Grills and Rolls,Yes,No,4.0,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti",350
Sagar Delicacy,Yes,No,3.9,"Handi Biryani, Sandwich",500
Platter,Yes,No,2.9,Unknown,300
Carnival de Goa,Yes,Yes,4.2,"Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry",1000
McDonald's,Yes,No,3.7,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac",500
Northern Route,Yes,No,4.1,"Paratha, Paneer Pakora, Chole Bhature, Rajma Chawal, Chaach, Lassi, Buttermilk",300
The Open Box,Yes,Yes,4.2,"Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria",1400
Chickpet Donne Biryani House,Yes,No,3.7,"Mutton Biryani, Donne Biryani, Mutton Fry, Chicken Guntur, Chicken Biryani",250
Toscano,Yes,Yes,4.4,"Pizza, Pasta, Pepperoni, Wine, Salads, Chicken Bruschetta, Tiramisu",1500
Baskin Robbins,Yes,No,3.1,Waffle Cone,250
Chocolate D'Luxe,Yes,No,4.1,"Coffee, Sandwiches, Hot Chocolate, Tiramisu, Latte, Cup Cake, Brownie",550
Chilli Chicken,Yes,No,3.1,Unknown,500
NoLimmits Lounge and Club,Yes,Yes,4.1,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Pizza, Biryani, Cocktails",2000
Ibaco,Yes,No,3.8,Icecream Cake,300
Masale Daan,Yes,No,3.2,Unknown,350
Hotel Rangoon,Yes,No,3.7,Unknown,300
Drunken Monkey,Yes,No,3.5,"Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream",500
Mangalore pearl - Seafood Restaurant,Yes,No,4.3,"Sea Food, Murgh Ghee Roast, Chicken Lollipop, Biryani, Fish Fry, Neer Dosa, Bread Pudding",550
The Wok Shop,Yes,No,3.4,"Momos, Rice Noodles, Kung Pao Chicken, Noodle, Rice Bowl, Thai Green Curry, Chicken Dim Sum",500
Chaitanya Veg,Yes,No,3.2,Unknown,300
20 Feet High,Yes,Yes,4.0,"Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak",1000
7 Plates,Yes,No,3.9,"Rolls, Biryani, Butter Chicken, Chicken Manchurian Roll",600
Munchies,Yes,No,3.9,"Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich",250
Kenz Karam,Yes,No,3.5,Unknown,300
Kobe Sizzlers,Yes,No,4.1,"Sizzler Brownie, Steak, Potato Mash, Caramel Custard, Pasta, Spicy Chicken Sizzler, Spaghetti",1500
Patiala Lassi,Yes,No,3.4,"Punjabi Lassi, Patiyala Lassi, Sweet Lassi, Mango Lassi, Sandwich",150
Caf Mor'ish,Yes,No,4.1,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad",700
Airlines Hotel,Yes,No,4.0,"Chole, Tea, Filter Coffee, Vada, Upma, Butter Masala Dosa, Idli",400
Just Bake,Yes,No,3.3,"Coffee, Cup Cake",400
Pai Vihar,Yes,No,2.8,"Masala Dosa, Coffee",400
Height's Cafe - Hotel Bangalore International,Yes,No,3.2,Unknown,1000
The Belgian Waffle Co.,Yes,No,3.7,Waffles,350
Yauatcha Ptisserie,Yes,No,3.9,Unknown,600
Sri Udupi Park,Yes,No,3.8,"Vada, Idli, Kharabath, Noodles, Filter Coffee",200
Ramji Chaiwale,Yes,No,3.7,"Chai, Ginger Tea, Maggi, Aloo Paratha, Samosa, Coffee, Sandwich",250
Gelato Italiano,Yes,No,3.2,"Belgian Chocolate, Waffle Cone, Tiramisu",200
EatWater,Yes,No,4.2,"Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri",1000
Paratha Xpress,No,No,3.5,Unknown,200
The ThickShake Factory,Yes,No,2.8,"Thick Shakes, Belgium Chocolate, Triple Choco Chip, Chocolate Thickshake, Brownie Shake, Mango Blast, Belgian Chocolate Shake",350
The Chariot,Yes,No,2.9,"Masala Dosa, Panneer Butter Masala, Thali",350
The J,Yes,No,4.0,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea",400
ZOROY Luxury Chocolate,Yes,No,4.0,Hot Chocolate,250
Ganesh Food Joint,Yes,No,3.7,Unknown,200
Desi Inn,Yes,No,3.5,Unknown,300
A2B - Adyar Ananda Bhavan,Yes,No,3.9,"Coffee, Roti, Pongal, Idli, Ghee Masala Dosa, Thali, Chaat",400
Le Rock,Yes,No,4.1,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries",2000
Hotel Chandrika,Yes,No,3.8,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan",400
Cobaja,Yes,Yes,4.3,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Neer Dosa, Veg Thali, Mocktails",700
Brownie Heaven,Yes,No,4.2,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake",300
Kadamba Foodline,Yes,No,3.7,Unknown,400
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,Unknown,100
The Bundle Co.,Yes,No,4.4,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings",700
Tea Break Lounge,Yes,No,3.3,Unknown,400
The Grill House,Yes,Yes,4.1,"Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff",1200
Kabab Nation Corner,Yes,No,3.5,Unknown,500
Petoo,No,No,3.7,Biryani,800
C Sharp Kitchen,Yes,No,3.6,"Paratha, Tea, Pasta, Omelette, Rolls",600
Shyvan Restaurant,Yes,No,3.6,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala",500
ROYCE' Chocolate,Yes,No,3.4,Unknown,1000
Ujwal Restaurant,Yes,No,3.9,"Tender Coconut Chicken, Sea Food, Paneer Pakora, Chicken Biryani, Kori Roti, Fish Fry, Beer",700
Crunch Pizzas,Yes,No,2.5,"Margarita, Cheesy Pizza",600
GMT - Gelateria Montecatini Terme,Yes,No,4.4,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake",300
Hotel Dil Coorg,Yes,No,3.7,Unknown,300
Konark Vegetarian Restaurant,No,No,3.9,"Chaat, Pav Bhaji, Vada, Vegetarian, Masala Dosa, Idli, Brownie",600
Bootlegger,No,No,4.1,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza",1200
The Souk,Yes,No,3.7,"Mediterranean Platter, Brownie, Pasta, Burgers, Cheesy Garlic Bread, Steak",800
Donne Biryani Hatti,Yes,No,3.6,Unknown,300
Meghana Foods,Yes,No,4.3,"Chicken Boneless Biryani, Mutton Biryani, Andhra Style Biryani, Hyderabadi Biryani, Vegetable Biryani, Paneer Biryani, Fry Prawns",600
Caffe Maven,Yes,No,3.6,Unknown,300
By 2 Coffee,Yes,No,4.0,"Filter Coffee, Kharabath, Masala Dosa, Tea, Idli Vada, Kesari Bath",100
SGS Non Veg - Gundu Pulav,Yes,No,3.9,Chilli Chicken,400
Sunny's,No,Yes,4.1,"Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake",2100
Rajastani Rasoi,Yes,No,3.2,Unknown,100
China South,No,No,3.4,Unknown,600
Ging - Royal Orchid Central,Yes,Yes,4.4,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",2000
Masala Central,Yes,No,3.8,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",300
Daily Bite,No,No,3.5,Unknown,250
Chowmein,Yes,No,4.0,"Noodles, Chicken Noodle, Chop Suey, Chowmein, Rolls, Clear Soup, Chinese Bhel",600
Classic Shop,Yes,No,3.3,Unknown,150
Little White Kitchen,Yes,No,3.8,Unknown,200
UBQ by Barbeque Nation,Yes,No,3.2,Unknown,450
Chef Baker's,No,No,3.6,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",450
Gelato Italiano,Yes,No,3.0,"Belgian Chocolate, Waffle Cone, Tiramisu",200
OCEA HOTEL,Yes,No,3.7,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill",800
The Adukkala Restaurant,Yes,No,3.6,Unknown,500
L'inoui,Yes,No,4.1,Unknown,400
Mamma Mexicana,Yes,Yes,2.2,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",1000
The Jungle Terrace,Yes,No,3.5,Unknown,600
Roll Junction,Yes,No,2.9,Unknown,150
Veganbreak24x7,Yes,No,2.8,Unknown,199
Caf MH-28,Yes,No,3.4,Unknown,300
Amritsari Kulcha Bite,Yes,No,3.9,"Lassi, Amritsari Kulcha, Chole",150
Meenu Oota Da Maane,Yes,No,3.1,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast",700
Gobble Up Churros Cafe,Yes,No,3.8,"Churros, Empanadas",400
Pop'z Kitchen,No,No,3.7,Unknown,250
Eat At Nite,Yes,No,3.4,"Andhra Chicken Curry, Fried Rice, Biryani",400
Indira Darshini,Yes,No,3.6,Unknown,200
Zaks Mediterranean Cuisine,Yes,No,3.9,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad",700
Oh! Calcutta,Yes,Yes,4.4,"Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri",1200
Donne Biriyani Mane,Yes,No,3.4,"Donne Biryani, Mutton Biryani",400
Bangalore Bytes,Yes,No,3.5,Unknown,300
MISU,Yes,Yes,4.5,"Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef",1700
Naachiyar's,Yes,No,3.9,"Crab Soup, Raita, Kozhi Biryani, Mutton Biryani",600
Dindigul Thalappakatti,Yes,No,4.25,Biryani,800
Urban Solace - Caf for the Soul,Yes,No,3.9,"Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish",800
The Grand Taj,Yes,No,3.3,Unknown,350
Red Lantern,Yes,No,3.7,"Noodles, Phad Thai, Sweet Corn Soup, Chop Suey",700
The Rice Bowl,Yes,Yes,4.3,"Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken",1300
South Inn,No,No,3.1,Unknown,150
Happy Fillings,Yes,No,3.4,Unknown,300
Shezan,Yes,No,4.1,"Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup",600
Oye Amritsar,Yes,Yes,4.1,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",600
Ta'aam,Yes,No,4.1,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice",750
Tandoor,Yes,Yes,3.9,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",2100
Taipan,Yes,No,3.5,"Noodles, Dragon Chicken, Chop Suey",700
Feast India Co.,Yes,No,4.2,"Naan, Sheermal, Phirni, Rasmalai, Chicken Tikka, Paneer Tikka, Galauti Kebab",1500
B Bhagat Tarachand,Yes,Yes,4.2,"Thali, Rabri, Dal Kichadi, Buttermilk, Masala Chaach, Pav Bhaji, Raita",700
The Biere Club,Yes,Yes,4.3,"Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer",1700
Mahesh Lunch Home,Yes,Yes,4.1,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala",1400
Bheema's,Yes,No,4.0,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",650
Chung Wah,Yes,No,4.0,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings, Dragon Rolls",1000
Mad Over Biryani,Yes,No,2.9,Unknown,600
Batter Splatter,No,No,3.3,Unknown,350
Chung's Chinese Corner,Yes,No,3.3,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken",600
Fat Buddha,Yes,Yes,4.0,"Crab Soup, Noodles, Wine, Spicy Crabmeat Soup, Manchow Soup, Momos, Sea Food",1000
Teppan Japanese Grill & Sushi Bar,Yes,No,4.3,"Sushi, Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup",2000
New Prashanth Hotel,Yes,No,3.7,"Biryani, Ragi Mudde, Chicken Curry",750
Midnight Eats,Yes,No,3.1,Unknown,500
The Only Place,Yes,Yes,4.2,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler",1000
Hotel Tom's Restaurant,Yes,Yes,4.4,"Appam, Sea Food, Fry Prawns, Dal Fry, Chicken Curry, Fish, Murgh Ghee Roast",1000
Anupam's Coast II Coast,Yes,Yes,4.2,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer",1400
Kudla - Hotel Ramanashree,Yes,Yes,4.2,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani",1200
Ramana's,Yes,Yes,4.0,"Palak Soup, Mushroom Masala, Dal Makhani, Kebab Platter, Jal-jeera, Mushroom Soup, Roti",850
Gundappa Donne Biryani,Yes,No,3.8,"Chilli Chicken, Chicken Curry, Mutton Biryani, Gundappa Donne Biryani",300
New Kudla Family Resturant,Yes,No,3.2,Unknown,450
The Konkan - Seafood Restaurant,Yes,Yes,4.4,"Sea Food, Murgh Ghee Roast, Mocktails, Stuffed Pomfret, Sol Kadhi, Kokum Juice, Coconut Rice",850
The Golden Metro,Yes,No,3.6,Unknown,800
Lazio Steaks & More,Yes,No,3.9,"Burgers, Beef Steak, Mutton Biryani, Pie, Mudpie, Cheesecake, Chicken Wings",1000
ASEAN - On The Edge,Yes,Yes,4.5,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Sangria",1800
Monsoon Express,Yes,No,3.4,Unknown,1600
Xian,Yes,Yes,3.8,Noodles,800
Crescent Avenue - Hotel Bangalore International,Yes,No,3.6,Unknown,1400
Mummy Dhaba,Yes,No,3.4,Dal Makhani,300
Benjarong,Yes,No,4.2,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea",1800
Ente Keralam,Yes,No,4.0,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew",1300
Nagarjuna,No,No,4.3,"Mutton Biryani, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls, Thali, Raita",800
Hyderabad Biryaani House,No,No,4.2,"Hyderabadi Biryani, Haleem, Andhra Biryani, Chicken Biryani, Mutton Biryani, Ghee Rice, Butter Chicken",700
The Bong,No,No,3.1,Unknown,300
The Biryani Paradise,No,No,3.8,Unknown,350
New Prashanth Naati Style,No,No,3.8,Unknown,400
Little Chef,No,No,4.0,"Dragon Chicken, Hunan Chicken",550
Nandhini Deluxe,No,No,3.6,"Hyderabadi Biryani, Veg Thali, Chicken Pepper Dry, Mutton Biryani, Chicken Guntur, Fish Fry, Beer",600
Rawal Jalebi,Yes,No,3.5,Unknown,100
Croons,No,No,3.8,Unknown,350
Aathithya,No,No,3.1,Unknown,1100
Nagashree's,No,No,2.9,"Biryani, Mutton Chops",550
Express Food Delivery,No,No,2.8,Unknown,500
Feast and Burp,No,No,3.3,Unknown,300
Gowdara Naati Mane,No,No,3.4,Unknown,500
37 China Town,No,No,3.5,Unknown,900
Kamat's Palate Korner,No,No,4.1,"Butter Chicken, Jeera Rice, Dal Makhani, Butter Naan, Tandoori Chicken, Rumali Roti, Panneer Butter Masala",600
Dakshin,Yes,No,3.5,Chicken Biryani,450
Aromas Of South,Yes,No,3.7,"Appam, Coffee",1000
Arina's,No,No,3.3,Unknown,250
Kaulige Millet Corner,Yes,No,4.0,Unknown,300
Halli Mane,Yes,No,3.2,"Akki Rottis, Roti, Rava Idli, Filter Coffee, Pongal, Masala Dosa, Kokum Juice",300
Taj Hotel,Yes,No,3.7,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab",700
Foody's,Yes,No,3.8,"Coffee, Paratha, Chaat, Masala Dosa, Dahipuri, Pav Bhaji, Tea",250
Masala Oota,Yes,No,3.6,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee",500
Fudge,Yes,No,3.8,Unknown,200
Juice Shop,No,No,3.3,Unknown,200
Double Decker,No,Yes,4.3,"Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges",1300
Amber Rush Restobar,No,Yes,4.1,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill",1000
Falafal,Yes,No,3.3,Unknown,200
Shaken & Stirred,Yes,No,3.9,"Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea",1500
Sri Ayodhya Veg,No,No,3.6,Unknown,300
Hotel Fine,Yes,No,3.5,Unknown,450
The Bangalore Cafe,Yes,Yes,4.2,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha",800
